FR0003500008;05/10/06;5298.06;5300.18;5278.04;5288.53;5305792
FR0003500008;06/10/06;5295.00;5295.00;5259.22;5282.06;4631945
FR0003500008;09/10/06;5261.87;5291.32;5261.77;5284.74;3585361
FR0003500008;10/10/06;5297.04;5313.82;5285.36;5309.79;4884218
FR0003500008;11/10/06;5297.88;5313.72;5271.56;5313.19;5110508
FR0003500008;12/10/06;5317.25;5363.87;5310.42;5361.51;6433589
FR0003500008;13/10/06;5368.80;5372.81;5344.69;5353.23;4792485
FR0003500008;16/10/06;5359.00;5366.26;5341.63;5361.97;3706026
FR0003500008;17/10/06;5347.89;5353.67;5298.88;5302.99;4861789
FR0003500008;18/10/06;5328.24;5381.90;5324.25;5361.29;4829953
FR0003500008;19/10/06;5337.60;5377.74;5329.68;5359.74;4225129
FR0003500008;20/10/06;5373.20;5399.83;5359.80;5375.35;4812688
FR0003500008;23/10/06;5391.78;5420.23;5361.38;5411.81;3249469
FR0003500008;24/10/06;5407.79;5411.37;5388.14;5404.54;4738847
FR0003500008;25/10/06;5398.17;5427.10;5395.72;5422.28;5056171
FR0003500008;26/10/06;5447.78;5458.21;5421.79;5433.79;6051536
FR0003500008;27/10/06;5436.62;5448.67;5373.26;5396.03;4909899
FR0003500008;30/10/06;5352.87;5365.89;5341.77;5362.23;4115180
FR0003500008;31/10/06;5349.95;5372.35;5337.11;5348.73;5232402
FR0003500008;01/11/06;5351.36;5387.77;5340.06;5370.86;3126681
FR0003500008;02/11/06;5345.66;5354.92;5290.27;5310.07;4713376
FR0003500008;03/11/06;5325.05;5359.74;5305.72;5336.30;4310367
FR0003500008;06/11/06;5351.46;5402.36;5347.40;5402.36;3876591
FR0003500008;07/11/06;5407.16;5447.02;5400.72;5437.78;4750853
FR0003500008;08/11/06;5411.05;5441.91;5403.38;5437.16;4250097
FR0003500008;09/11/06;5443.73;5451.35;5426.25;5448.60;4647798
FR0003500008;10/11/06;5430.96;5454.60;5418.98;5447.50;4120750
